"","date","id","text"
"90","2012-05-09 03:42",200068107685994496,"RT @VP: The Senate lost a brilliant strategic mind, a man with absolute integrity. He will be missed. -VP on @senatorlugar"
"91","2012-05-09 17:01",200269248684232704,"The newest #Obama2012 ad is a look at the progress we've made these last few years: http://t.co/ayGHrqEU"
"92","2012-05-10 16:54",200629999429103616,"Two years ago today: Elena Kagan poses with the VP and President Obama on the day she’s nominated to the Supreme Court. http://t.co/SRGOR6Bn"
"93","2012-05-10 19:24",200667601150545920,"VP Biden made a cameo on Jeopardy last night: http://t.co/QjUZTxr3"
"94","2012-05-11 16:49",200991029065826304,"The VP’s welcoming some #TopCops to the White House tomorrow as part of his long-standing commitment to our nation’s first responders."
"95","2012-05-11 17:12",200996747827359744,"In February, VP Biden praised a new public safety broadband network that will keep firefighters, cops, and EMTs safer: http://t.co/fXvMn5xp"
"96","2012-05-11 21:13",201057383949144064,"In 2009, VP Biden helped secure $1 billion in grants to hire and rehire police officers around the country: http://t.co/4HvmDaJv"
"97","2012-05-14 18:12",202099012071985152,"VP Biden’s swinging through the Buckeye State this week—we’ll be tweeting about his trip with the hashtag #MadeInOhio"
"98","2012-05-14 19:02",202111785229234176,"Start getting fired up: Check out the speech the VP gave to @UAW autoworkers in Toledo this March. http://t.co/k16J7FW5 #MadeInOhio"
"99","2012-05-14 21:03",202141992141078528,"Thanks to President Obama’s auto industry rescue, Ohio has been on a steady road to recovery: http://t.co/c4sIcsUF #MadeInOhio"
"100","2012-05-16 13:56",202759508416663552,"The VP’s headed to the Buckeye State today for a two-day visit—stay tuned for updates from the road. #MadeInOhio"
"101","2012-05-16 15:16",202779651985256448,"A powerful video everyone should see: http://t.co/fths5MNo"
"102","2012-05-16 16:13",202794028935294976,"RT @OFA_OH: Volunteers are the beating heart of this campaign, and they're fired up for @JoeBiden! #MadeInOhio http://t.co/R7jwmC0N"
"103","2012-05-16 17:21",202810990583230464,"In Ohio, 1 in 8 jobs relate to the auto industry—that’s 848,000 Ohioans whose jobs are more secure thanks to President Obama. #MadeInOhio"
"104","2012-05-16 18:22",202826418630037504,"Join Iowa's #Women2012 leaders call with Dr. Jill Biden tonight to discuss what’s at stake this November: http://t.co/1tsZ7N6Q"
"105","2012-05-17 01:17",202930743767347200,"Vice President Biden stopped by to say thanks to firefighters in Salem, Ohio today. http://t.co/V4nGBVyH"
"106","2012-05-17 14:59",203137548497846272,"“It’s not just that manufacturing’s coming back. The middle class is coming back. America is coming back.”—VP Biden in Youngstown yesterday"
"107","2012-05-17 16:38",203162605123153920,"VP Biden in Ohio: “There are signs of life and hope in the heartland.” http://t.co/iTzx3haF"
"108","2012-05-17 18:21",203188620209819648,"Four years ago, President Obama promised to bring back American manufacturing—and he's keeping his word: http://t.co/98qUU4sj #MadeInOhio"
"109","2012-05-18 00:33",203282216732725248,"RT @BeauBiden: Pres @BarackObama puts jobs, education &amp; health care for veterans first. They earned it. @Vets4Obama http://t.co/CqcfXqw3 -BB"
"110","2012-05-18 01:21",203294127213903872,"Blue skies and sunshine greeted Vice President Biden in Ohio this morning. http://t.co/3XaQaTIC"
"111","2012-05-18 20:32",203583862301921280,"""If you give them a fair shot, ordinary American people will never let the country down.”—VP Biden in Martins Ferry, Ohio yesterday"
"112","2012-05-21 17:05",204619015644123136,"A new way to follow Joe as he crisscrosses the country for #Obama2012—presenting the “Joe on the road” Pinterest board: http://t.co/Rg0gtY7x"
"113","2012-05-22 14:54",204948319406006272,"RT @aadaro: Full house of @vets4obama fired up and ready to go @OFA_NC with @beaubiden #VeteransforObama http://t.co/G94btHzw"
"114","2012-05-22 16:54",204978613546786816,"New photos from the VP’s #MadeInOhio tour last week: http://t.co/mdFWH6pU"
"115","2012-05-22 18:31",205002859371167744,"The VP’s plan for today: talking to grassroots supporters all over New Hampshire."
"116","2012-05-22 19:13",205013503541645312,"RT @hramer: Vice President Joe Biden greets firefighters in Manchester, NH http://t.co/ynNzhPqB"
"117","2012-05-23 16:19",205332044136448000,"Randy tells the story of how Mitt Romney's firm forced his company into bankruptcy and walked away with millions: http://t.co/j7g4t4E6"
"118","2012-05-23 16:46",205338853932937216,"Thanks to Randy Johnson for sharing his story about the impact of Romney economics—let's fight to keep different values in the WH. –Joe"
"119","2012-05-23 18:42",205368034301460480,"“Our focus on the middle class is a reflection on the fundamental economic story of the journey of the history of this country.”—VP Biden"
"120","2012-05-23 22:05",205419232761090048,"More great pics from the VP’s campaign trip through Ohio and Pennsylvania: http://t.co/hsVPbY2S"
"121","2012-05-24 20:11",205752819704279040,"Lunch summit. http://t.co/fPoEKGwM"
"122","2012-05-24 22:08",205782381142093824,"The VP fired up #Obama2012 supporters in New Hampshire this week: http://t.co/X6q0qjSV"
"123","2012-05-25 16:21",206057500733210624,"Dr. Jill Biden announced a new way to honor our nation’s servicemembers earlier this month: http://t.co/XgPdbAGP"
"124","2012-05-25 19:30",206104891075203072,"RT @OFA_NC: In Charlotte yesterday @JoeBiden was greeted by ""Fired up, ready for Joe!"" by an enthusiastic @OFA_NC team. http://t.co/QIHFrka4"
"125","2012-05-26 15:53",206412700639703040,"Three years ago today, VP Biden joined President Obama as he nominated Sonia Sotomayor to the Supreme Court: http://t.co/b7xipcl4"
"126","2012-05-28 15:33",207132575356039168,"Today we honor our nation’s fallen heroes who made the ultimate sacrifice for their country. We will never forget.  – Joe"
"127","2012-05-29 18:00",207531857577918464,"Get to know Joe's son @BeauBiden—a major in the Delaware Army National Guard, public servant, and @Vets4Obama advocate: http://t.co/qXOO4f0W"
"128","2012-05-30 15:33",207857212155117568,"The President and First Lady recorded a special message for servicemembers to mark the launch of @Vets4Obama: http://t.co/xdcV4Gbk"
"129","2012-05-30 18:05",207895494494658560,"January 2011: VP Biden travels with Gen. David Petraeus aboard a Chinook helicopter in Afghanistan. http://t.co/e3IVp4jU"
"130","2012-05-30 20:44",207935598835671040,"From career counseling to tax credits, find out what President Obama is doing to help military families: http://t.co/qSJnlBxR"
"131","2012-05-30 22:11",207957461552988160,"President Obama is standing up for those who serve—join Veterans and Military Families for Obama to stand with him: http://t.co/7k4EOIID"
"132","2012-05-31 16:04",208227567252156416,"As a military mom, Dr. Jill Biden knows how important it is that we provide long-term support to our veterans: http://t.co/mXXdEDwf"
"133","2012-05-31 18:10",208259288647483392,"Read Dr. Biden’s powerful account of her son’s deployment to Iraq in 2008: http://t.co/ur4Cvh90"
"134","2012-05-31 20:27",208293581461528576,"It’s Barack’s last campaign—chip in what you can before tonight’s important fundraising deadline: http://t.co/pCeExaf5"
"135","2012-06-01 00:23",208352943630585856,"Get the facts on President Obama’s record of preserving our sacred trust with our servicemembers and veterans: http://t.co/MARj3Av3"
"136","2012-06-01 18:03",208619916507619328,"Last December, VP Biden welcomed home sailors of the USS Gettysburg after a deployment to the Middle East: http://t.co/a2jvpmTY"
"137","2012-06-01 20:21",208654410207870976,"For all the latest on #Obama2012’s work with vets and military families, follow @Vets4Obama, @BeauBiden, and @JoiningForces. #FF"
"138","2012-06-01 22:43",208690177017774080,"The VP on the promises the Obama administration has kept to servicemembers and veterans: http://t.co/Xx2RHweT"
"139","2012-06-05 17:03",210054130574704640,"VP Biden, @arneduncan, and @CFPB’s Richard Cordray announce plans to make college more affordable: http://t.co/tbIE6ikN"
"140","2012-06-05 18:23",210074282276028416,"The VP believes students should know how much a year of college will cost—and what types of financial aid are available to them."
